FIO /map/stars  |  698 stars  |  live pull
NH-613                            G         0.9830523579481645     1.9456833016618345e+30  0.9782218711220888 
NJ-094                            K         0.3025428940716058     1.7212269676144037e+30  0.8653730355024655 
NJ-215                            M         0.002072394700649877   5.519147006856247e+29   0.2774835096458646 
NJ-257                            K         0.2903109134728089     1.5568992261976521e+30  0.7827547643024898 
NJ-325                            G         0.9901888729289438     1.975192556527477e+30   0.9930580978016476 
NJ-438                            K         0.28809454894115966    1.4735116920733643e+30  0.7408304133098865 
NJ-553                            G         1.0213592621159095     2.1712812664433692e+30  1.0916446789559424 
NJ-605                            F         4.224621990697289      3.0272306699408747e+30  1.5219862593971216 
NJ-874                            K         0.3033372375934174     1.6322502776404145e+30  0.8206386514029234 
NL-044                            F         4.232161290370982      3.280435702781368e+30   1.6492889405637847 
NL-506                            M         0.0019459596360388324  5.785741075752251e+29   0.2908869319131348 
NL-534                            O         1636.4920602437064     1.625569064835575e+31   8.172795700530795  
NL-743                            M         0.002090812797560339   6.44191299777623e+29    0.32387697324164055
NL-881                            K         0.2904015961664823     1.6270630253256535e+30  0.818030681410585  
NL-983                            K         0.31068186198682685    1.5735008642450122e+30  0.7911014903192621 
OE-073                            M         0.002060743505773976   6.076659230465385e+29   0.3055132845885061 
OE-462                            M         0.002083333782595114   6.191306883402442e+29   0.31127736970349135
OE-563                            M         0.001920747286621344   5.926398826700644e+29   0.29795871426348136
OE-568                            F         4.403902203529071      2.824133403791922e+30   1.419876020005994  
OF-098                            G         1.0343594767113613     1.9400377982621458e+30  0.9753835084274238 
OF-185                            M         0.0019486930693124833  5.575004108891238e+29   0.28029181040177165
OF-208                            G         1.0477398672095302     2.061453956731601e+30   1.0364273286735048 
OF-259 (Trinity)                  G         1.0211262506392582     2.1695029197609684e+30  1.0907505881151174 
OF-363                            M         0.0020491651453116797  5.39596726747819e+29    0.2712904609089085 
OF-375 (Krupp)                    G         0.9541448128770241     1.828617853255815e+30   0.919365436528816  
OF-443                            K         0.30749237875700836    1.614767659049627e+30   0.8118489990194203 
OF-504                            M         0.0019301854632967227  6.407878074656424e+29   0.3221658157192772 
OF-552                            M         0.001962838254714921   6.3273033361596126e+29  0.31811479819807004
OF-586                            G         0.9561512755547505     1.798268568527691e+30   0.9041068720601766 
OF-732                            K         0.2945651179736362     1.6774790726835152e+30  0.8433781159796457 
OF-883                            M         0.002006425280102367   5.540677102868638e+29   0.2785659679672518 
OF-935                            G         1.0385565834235644     2.128115318503507e+30   1.0699423421334877 
OP-248                            G         0.9571685871696236     2.1801127835726763e+30  1.0960848585081329 
OP-418                            A         24.783683686360522     4.1690928976087195e+30  2.096074860537315  
OP-533                            M         0.0020501226961539476  6.563545678433357e+29   0.32999224124853477
OP-630                            F         4.555422326177248      2.835014091924841e+30   1.4253464514453702 
OP-649                            G         1.0090266782498087     2.0189979904628893e+30  1.015081945934082  
OP-802                            A         25.414351969330788     4.357905479699354e+30   2.191003257767398  
OP-964                            K         0.31233165282113307    1.6976759231698947e+30  0.8535323897284539 
OS-053                            K         0.29107549925541765    1.6554053881874836e+30  0.8322802353883779 
OS-057                            G         1.0449616664329222     1.9578058075711374e+30  0.9843166453349107 
OS-099 (Nyx)                      G         0.9706607473386863     2.0212523234056093e+30  1.0162153461063899 
OS-189                            K         0.2908393981396628     1.4997151432106943e+30  0.7540045968882325 
OS-209                            G         1.0419439894654443     1.9069892903836773e+30  0.958767868468415  
OS-416                            G         1.033744089091448      2.1229444120080135e+30  1.067342590250384  
OS-456                            F         4.427547638807831      2.895627327901403e+30   1.4558206776779303 
OS-476                            M         0.0020889701308850375  6.535697781432493e+29   0.3285921458739313 
OS-550                            M         0.0020905237947165005  6.489446851020136e+29   0.32626681000604   
OS-803                            M         0.0020801987562233787  6.513418381600084e+29   0.3274720151634029 
OS-898                            M         0.0019726131121433387  6.542332392857754e+29   0.32892571105368296
OT-113                            F         4.268038713538225      2.9077374060278013e+30  1.4619092036338872 
OT-115                            K         0.3081150594964133     1.6416346283643475e+30  0.8253567764526635 
OT-364                            G         1.0253788767748058     2.129869077936684e+30   1.0708240713608266 
OT-442 (Gundabad)                 K         0.3121982478762509     1.610420421287873e+30   0.8096633591190916 
OT-580 (Moria)                    G         1.0296077992936465     2.1616441920857102e+30  1.0867994932557619 
OT-627 (Ursa Minor)               K         0.30875913295504315    1.601783775853138e+30   0.805321154275082  
OT-680                            F         4.493885773848013      2.7077281425003304e+30  1.361351504525053  
OT-823                            K         0.296196094942603      1.736219020177645e+30   0.8729105179374786 
OT-889 (Kallista)                 K         0.29472356826037627    1.6964479323761662e+30  0.8529149986808277 
OY-036                            G         1.0337159779228058     2.0512357250423666e+30  1.0312899572862577 
OY-569                            K         0.3053622555835018     1.683006561453409e+30   0.8461571450243384 
OY-661                            M         0.001953583327548004   6.142211491886258e+29   0.3088090242275645 
OY-701                            M         0.0020877962622950744  6.35698698963397e+29    0.31960718902131574
OY-717                            M         0.0020526631151229803  6.427472377737584e+29   0.32315094910696757
OY-719                            A         23.914609412230202     4.6701962236573486e+30  2.3480121788121413 
OY-793                            K         0.2925552306950375     1.743866846388514e+30   0.8767555788780866 
OY-799                            K         0.30449673901371915    1.466684931874491e+30   0.7373981557941132 
OZ-189 (Hypatia)                  F         4.192501306300246      3.190219634601261e+30   1.6039314402218507 
PB-132                            M         0.001967953259868585   6.549185453039094e+29   0.32927025907687757
PB-296                            A         24.110916869024525     3.9741276664255005e+30  1.9980531254024638 
PB-519                            M         0.002030698571892484   5.618319053269141e+29   0.28246953510654305
PB-673                            M         0.0020281024370245276  6.162873288221745e+29   0.30984782746212897
PB-951                            K         0.2941509390302992     1.6847788550617653e+30  0.8470481925901283 
PB-994                            A         26.24607709322         4.068270115565364e+30   2.04538467348686   
PD-175                            K         0.2925058606566794     1.6103134148995735e+30  0.8096095600299515 
PD-518                            K         0.31069042091410465    1.5312136016462845e+30  0.7698409259156785 
PD-718                            K         0.3070116746711371     1.4439970159793936e+30  0.7259914610253362 
PD-754                            A         25.157289153940276     4.778967760693876e+30   2.402698723325227  
PG-027                            K         0.29603960226637854    1.7336380340375302e+30  0.8716128879022274 
PG-241                            K         0.3133864015965243     1.7398188804378776e+30  0.8747204024323166 
PG-502                            M         0.001913655823004933   6.108441892375463e+29   0.30711120625316557
PG-710                            M         0.0020914083454979587  6.354883090145247e+29   0.3195014122747736 
PG-899 (Outer Heaven)             K         0.30223569813868445    1.548506718055928e+30   0.7785353031955395 
PG-971                            M         0.0019348211377785767  5.547015569375283e+29   0.2788846440108237 
PG-973                            K         0.2889934287679636     1.4871518322654339e+30  0.7476882012395344 
QF-497                            M         0.0019409771319620743  6.297520206850006e+29   0.3166174060759179 
QF-564                            M         0.0020318692401263294  6.115739046861402e+29   0.30747808179293123
QF-755                            M         0.001973071566655785   5.933235753187153e+29   0.29830245114063114
QF-757                            F         4.215053254491961      3.1839100309351327e+30  1.6007591910181664 
QF-764                            K         0.31359335849737374    1.743102071104072e+30   0.8763710764726356 
QF-804                            M         0.0020590722492016397  6.380794644229012e+29   0.32080415506430426
QF-899                            K         0.2988980842410349     1.693480087134219e+30   0.8514228693485264 
QF-930                            K         0.30489063031242997    1.4572607282198775e+30  0.7326599940773643 
QJ-149 (Core)                     K         0.31178963354209       1.4404812988444138e+30  0.7242238807664223 
QJ-382 (Romulan)                  M         0.002098064411473365   6.056921091903774e+29   0.30452091965328176
QJ-650 (Aurum)                    F         4.508031745107532      2.8150686328867583e+30  1.415318568570517  
QJ-684 (Acetares)                 K         0.3068452513223869     1.7401797944000348e+30  0.8749018574158044 
QQ-001 (Circinus)                 K         0.3032673633913264     1.6973533648650152e+30  0.8533702186350001 
QQ-033                            M         0.0019213988160810842  5.70610321230686e+29    0.286883017209998  
QQ-082                            G         1.037907712071941      1.943347898732824e+30   0.9770477117812086 
QQ-645                            K         0.3087416558462348     1.5940805431312214e+30  0.8014482368683868 
QQ-786                            K         0.312227198346176      1.4907834571624625e+30  0.7495140558886186 
QR-119                            M         0.0020061065036849905  5.401463796962961e+29   0.27156680728823335
QR-166                            M         0.0019373904009977135  5.602073005867809e+29   0.28165274036540017
QR-220                            M         0.002016314129932069   5.589308638509593e+29   0.2810109923835894 
QR-646                            A         25.233605715193036     4.369944151250488e+30   2.197055882981643  
QR-697                            M         0.0019517028511272577  5.6781461974148065e+29  0.2854774357674614 
QR-971                            M         0.0019893596367963604  5.377429005464485e+29   0.27035842159198015
QV-164                            M         0.0019154164951364783  5.391003992693246e+29   0.27104092472062574
QV-257                            M         0.002083174511184925   6.470646732947024e+29   0.32532160547747735
QV-266                            G         0.9944267687546644     2.1877834650880783e+30  1.099941410300693  
QV-312                            M         0.002050390924694925   6.52343523146202e+29    0.32797562752448567
QV-420                            M         0.0019016206926096486  5.8300191983606705e+29  0.29311308186830926
QV-695                            K         0.28504034374474385    1.6999892015461377e+30  0.8546954256139456 
QV-783                            M         0.0020422132264049826  5.816473263578129e+29   0.29243203939558216
QV-865                            M         0.0019434821061877579  6.355992511602486e+29   0.3195571901258163 
RC-040 (Shadow Garden)            G         1.027367633350408      1.867667374568412e+30   0.9389981772591313 
RC-323                            M         0.0019724284269552767  5.444538022877027e+29   0.2737324295061351 
RC-639                            M         0.0020263826522204298  6.443510248388294e+29   0.32395727744536423
RC-659                            M         0.0019259306268619946  5.5439885007419966e+29  0.2787324535315232 
RC-668                            K         0.3146090549701545     1.4938301460127755e+30  0.7510458250441305 
RC-796                            K         0.2982163571353592     1.4842461187562584e+30  0.7462273095808238 
RC-944                            M         0.0020645638355428994  6.49328568196576e+29    0.32645981307017397
RG-716                            M         0.0019178089919206752  5.7679246373917354e+29  0.2899911833781667 
RV-084                            G         1.0110565451008062     2.1091654681368148e+30  1.0604150166600377 
RV-188                            K         0.2856498285614432     1.6346107304256385e+30  0.8218254049399892 
RV-276                            G         1.0408885991124597     1.8471860994610953e+30  0.9287009047064331 
RV-854                            A         23.848328149983363     4.2714169911381833e+30  2.1475198547703287 
RY-305                            K         0.31451692579933804    1.5607864247706153e+30  0.7847091125040802 
RY-780                            K         0.303979405085976      1.731727032313988e+30   0.8706521027219648 
RY-853                            K         0.29510650929778226    1.4440113348975055e+30  0.7259986600791883 
RY-872                            K         0.30017605119753826    1.4378178793606256e+30  0.7228848061139395 
SB-838                            M         0.001968932065713235   5.453924686035437e+29   0.27420435827226936
SE-052                            M         0.0020800142218856763  5.803345710868064e+29   0.2917720317178514 
SE-110 (Thalassa)                 M         0.002040104540195841   5.811211414458914e+29   0.29216749192855274
SE-648                            M         0.0019671286147734295  5.528728615207977e+29   0.2779652395780783 
SE-751                            M         0.0020232085973112546  5.71398410730539e+29    0.2872792411918245 
SE-866                            G         0.9530456919566114     1.9051477769720086e+30  0.9578420195937701 
SG-135                            K         0.29293781256105944    1.6116153410567153e+30  0.8102641232059906 
SG-195                            G         0.9639159915899077     1.870215448311904e+30   0.9402792600864275 
SG-779                            K         0.31171856939146264    1.5876471705729602e+30  0.7982137609718252 
SG-875                            M         0.002009217924407522   6.2760293713190825e+29  0.31553692163494634
SG-928                            F         4.3426900424423085     3.0235990734435076e+30  1.520160419026399  
SL-006                            K         0.3093032748071495     1.6786435676811109e+30  0.8439635835500809 
SL-027                            K         0.2864799734831166     1.6823646872519304e+30  0.8458344330075065 
SL-132                            M         0.001970717738840385   5.8056093161657135e+29  0.29188583791682826
SL-542                            F         4.396974586863694      2.726300984158981e+30   1.3706892831367428 
SL-620                            G         0.9706418271747272     1.9338344550526317e+30  0.97226468328438   
SL-806                            M         0.001965281348557832   5.9529279041292244e+29  0.2992925039783421 
SO-014 (Ironhold)                 M         0.0019186156544729312  6.42615381239435e+29    0.3230846562289769 
SO-028                            M         0.0020084959763330057  6.258312109740508e+29   0.3146461593635248 
SO-122                            M         0.002040378982583942   6.390565675997025e+29   0.321295408546859  
SO-245                            M         0.002042358091931138   5.85344032695285e+29    0.2942906147286501 
SO-715                            M         0.0020343820909224856  6.044672975811094e+29   0.3039051269889942 
SO-832                            K         0.3092371415623117     1.6953215898776497e+30  0.8523487128595524 
SO-838                            G         0.9703792097521371     2.017219071504438e+30   1.0141875673727694 
SO-953                            A         25.227458362525102     4.512716060061781e+30   2.2688366315041635 
TD-152                            M         0.002047566591671938   5.5013902918687364e+29  0.2765907637943055 
TD-203 (Hubur)                    K         0.30294140173718215    1.6397926061780857e+30  0.8244306717838541 
TD-228                            G         1.0181052829610653     1.8946988063985383e+30  0.952588640723247  
TD-260 (Frion)                    K         0.3133729841830622     1.4759754169718822e+30  0.7420690884725402 
TD-298                            G         0.9933446448079087     1.8765694837936978e+30  0.9434738480611854 
TD-331                            M         0.0020622489678233185  6.242949682750344e+29   0.31387378998242055
TD-552                            F         4.349211784985005      2.9278226451841705e+30  1.472007363089075  
TO-392                            K         0.30901408312478734    1.6481368363523268e+30  0.8286258604084097 
UB-282                            A         24.720768401675397     4.731005676685456e+30   2.378585056151562  
UB-402                            F         4.223379193539804      3.0174677945982863e+30  1.517077825338505  
UB-557                            F         4.4666675779453575     2.8466227375919574e+30  1.4311828746063135 
UB-808                            M         0.0019282518620233418  6.37545831415024e+29    0.3205358629537577 
UB-860                            F         4.409993140213474      3.279319693425022e+30   1.648727849886889  
UI-199                            A         25.74868415482624      4.5571017073566484e+30  2.2911521907273245 
UI-206                            M         0.0019585760161714293  6.125664825208989e+29   0.3079771153951226 
UI-491                            K         0.3135002469808796     1.737270756252919e+30   0.8734392942448059 
UI-550                            K         0.3089302961257479     1.5007151555898243e+30  0.7545073683206759 
UI-938                            M         0.0020113408418946798  6.1417293567965245e+29  0.3087847841526659 
UI-973                            F         4.615494886686811      3.1918191472903637e+30  1.6047356195527218 
UI-986                            K         0.30039088680065285    1.605307116593859e+30   0.807092567417727  
UP-102                            K         0.30283804964083416    1.4492078212642665e+30  0.7286112726316072 
UP-170                            M         0.0020346526796880733  5.4216242954497914e+29  0.27258040701105035
UP-305                            K         0.3034637141503047     1.5761118877642033e+30  0.7924142221036719 
UP-462                            K         0.2937260031863251     1.6348013565997364e+30  0.8219212451481832 
UP-573                            M         0.0020733867779052597  5.381741227687971e+29   0.2705752251225727 
UP-972                            M         0.002089196822014798   6.5137235246412e+29     0.32748735669387635
UQ-010                            M         0.0020525055297919144  6.357081355771934e+29   0.31961193342242006
UQ-194                            M         0.00197899420103527    6.118863850320565e+29   0.3076351860392441 
UQ-328                            G         1.0444762731419412     2.1439900577265672e+30  1.0779236087111952 
UQ-553                            K         0.3029203413577275     1.6870602238301304e+30  0.8481951854349575 
UQ-807                            M         0.0020670474055169757  5.7324307252705854e+29  0.2882066729648359 
UQ-875                            K         0.3035977839152599     1.6793361217046315e+30  0.844311775618216  
UQ-965                            G         1.0374323631393005     2.1225750102824348e+30  1.0671568679147485 
UV-062                            K         0.3060226844091474     1.6539020357268377e+30  0.8315244020748305 
UV-072                            G         1.043828726644257      1.9269232202275908e+30  0.968789954865556  
UV-135 (Hotei)                    M         0.0019059709595876167  6.452243646292777e+29   0.32439636230732916
UV-234                            M         0.0019389539853449666  6.10527273013805e+29    0.3069518718018125 
UV-351 (Benten)                   G         1.0347330507888346     1.884640315231049e+30   0.9475315813127447 
UV-795                            M         0.002083082035730266   6.300031693036033e+29   0.3167436748635512 
UV-796 (Daikoku)                  K         0.3147852338757214     1.4875901662199361e+30  0.7479085803016271 
UX-357                            G         1.0404235623416103     1.8027564651237182e+30  0.9063632303286668 
UX-617                            M         0.0019527160951739583  5.518546696647618e+29   0.27745332813713514
UX-674                            M         0.0020034551391632     6.163067381039552e+29   0.3098575857737331 
UX-755                            F         4.604530991771339      3.2204524572365116e+30  1.6191314516020672 
UX-974                            K         0.28535398028774805    1.5566352913032943e+30  0.7826220670202586 
UY-408                            K         0.2991276116342674     1.6458534720342366e+30  0.8274778642706067 
VB-030                            M         0.0020528506058360586  6.537310513803483e+29   0.32867322844663066
VB-292                            A         24.125432925266875     4.619643940848081e+30   2.3225962497979293 
VB-340                            G         1.013319456434699      1.9401930782251627e+30  0.9754615777904287 
VB-576                            M         0.0020621638294479982  5.4663470065081766e+29  0.27482890932670573
VH-043 (Rathar)                   M         0.0019182052492095459  6.2525263451350714e+29  0.314355271248621  
VH-192 (Shardonia)                A         25.010159494079083     4.638441811387684e+30   2.3320471651019026 
VH-241                            M         0.0019695253961568276  5.8396918695919995e+29  0.2935993901252891 
VH-331 (Hortus)                   M         0.002038239286151226   5.451043501996131e+29   0.27405950236280197
VH-503                            K         0.313753061068752      1.7405664848968133e+30  0.8750962719440992 
VH-778                            G         0.9736551214495484     1.8597377234855593e+30  0.9350114245779585 
VH-874 (Animus)                   M         0.002058410665686081   5.838626966702591e+29   0.2935458505129508 
VI-001                            M         0.0019806712299097907  5.7669129391800465e+29  0.2899403187119179 
VI-270                            K         0.3014542540308318     1.5697359879005115e+30  0.789208641478387  
VI-291                            F         4.25516562598767       2.783154068767226e+30   1.3992730360820644 
VI-429                            G         1.0482159822910206     2.1423303055689526e+30  1.077089143071369  
VV-980                            K         0.30953391809107594    1.678123437957207e+30   0.8437020804209185 
WB-501                            K         0.2978754775709704     1.575736857041314e+30   0.7922256697040292 
WB-675 (Midway)                   G         0.9812139027228933     1.976647789375943e+30   0.9937897382483374 
WB-947                            M         0.0019520624143350336  5.5371754754008046e+29  0.2783899183208047 
WB-948                            K         0.3127812571177471     1.4558905027380685e+30  0.7319710923771083 
WC-299                            K         0.31159080908464554    1.499620328223377e+30   0.7539569272113509 
WC-702                            G         0.9873740741576287     1.8908857218281e+30     0.9506715544635999 
WC-788                            K         0.2876241329937869     1.4990297394394295e+30  0.7536599997181647 
WC-803                            K         0.29675206549310645    1.6072950914254652e+30  0.8080920519987256 
WO-052                            F         4.699548698062508      2.919466370829854e+30   1.467806119069811  
WO-099                            K         0.28103218566901467    1.4939928379240716e+30  0.7511276208768586 
WO-404                            M         0.0019811599525264593  6.415039625100133e+29   0.3225258735595844 
WO-452                            K         0.2826105872031814     1.443616855466221e+30   0.7258003295456114 
WO-491                            G         0.9993611163112623     1.9275625727481243e+30  0.9691113990689414 
WO-617                            G         0.9936886541435996     2.1383985482002687e+30  1.075112392257551  
WO-740                            M         0.002031912957189901   6.343098143039966e+29   0.3189089061357449 
WO-907                            K         0.3203630140163879     1.6290798658622168e+30  0.8190446786637591 
WR-186                            M         0.0019614392701755275  5.716099094875733e+29   0.2873855754085336 
WR-453                            K         0.31076334039550535    1.5280150041441135e+30  0.7682327823751199 
WR-530                            K         0.29276275498409954    1.437735858512567e+30   0.7228435688851518 
WR-667                            M         0.0019306663667154665  6.34450324752226e+29    0.31897954990056615
WR-681                            G         1.0072315184033953     1.9410296365769482e+30  0.97588217022471   
WR-709                            F         4.467194614072922      2.9242954198726574e+30  1.4702339969193854 
WU-013                            F         4.255842758847735      3.0035772717558326e+30  1.510094153723395  
WU-070                            M         0.0019536870566053605  5.653031002017784e+29   0.2842147311220605 
WU-308                            M         0.0019479657437636616  5.608116175288653e+29   0.28195656989887646
WU-504                            M         0.0020362719636414423  5.488665258476653e+29   0.2759509933874637 
WU-882                            K         0.28555439703611357    1.6769411831374603e+30  0.8431076838297941 
WU-974                            F         4.361985428176228      3.2331009176084816e+30  1.6254906574200512 
WX-031                            M         0.0020513655570818007  6.533882848827786e+29   0.3285008973769626 
WX-150                            A         24.035255069313372     4.515911516379019e+30   2.270443195766224  
WX-285                            K         0.30405511261271073    1.674938634712506e+30   0.8421008721530951 
WX-318                            G         0.9955519901972107     1.8772421099413846e+30  0.9438120210866691 
WX-556                            M         0.0020213809116220766  6.145707880865327e+29   0.308984810501022  
WX-691                            F         4.540093489639713      2.8761514919160654e+30  1.4460289049351762 
WX-827                            B         157.2669433712997      6.390415021179623e+30   3.212878341467885  
WX-918                            F         4.327562381069767      2.927213281326539e+30   1.4717009961420509 
XD-005                            G         0.9920428889482203     1.91310077762154e+30    0.9618405116247059 
XD-027                            F         4.412159525958715      3.047309112184381e+30   1.532081001600996  
XD-055                            K         0.3031826964381865     1.6985726327579478e+30  0.8539832241115877 
XD-311                            F         4.186952402448452      3.037019744706335e+30   1.526907865614045  
XD-354                            K         0.30564986707747305    1.6406071425461944e+30  0.8248401923309173 
XD-436                            G         1.0153176453958712     2.1585325286722857e+30  1.0852350571504705 
XD-492                            M         0.002072121735127253   6.2072093944026934e+29  0.3120768926295975 
XD-534                            F         4.384809024519759      2.834511611026293e+30   1.4250938215315703 
XG-287                            K         0.2890131421277483     1.4757201856177765e+30  0.7419407670275397 
XG-326 (Bastion)                  K         0.2943638510289567     1.619188036006471e+30   0.814071410762429  
XG-430                            K         0.30533147047145615    1.551170336981836e+30   0.7798744781205812 
XG-452                            O         1681.8877917429609     1.4946125038519832e+31  7.514391673463968  
XG-751                            K         0.28667520003845987    1.4888447376635913e+30  0.7485393351752596 
XH-083                            M         0.002094460216275215   6.356453332818646e+29   0.31958035861330547
XH-265                            M         0.0020595277798807817  5.865432198993018e+29   0.2948935243334851 
XH-329                            M         0.00196526147452727    5.7120693418446535e+29  0.2871829734461867 
XH-400                            M         0.0019979143468568045  5.573759954817144e+29   0.2802292586635065 
XH-556 (Juro)                     M         0.0019261750361268574  6.423025890535131e+29   0.32292739520035857
XH-594 (Nova)                     K         0.29011328416639337    1.7060419618528878e+30  0.8577385429124625 
XH-668                            G         1.0102629016666267     2.1158509874127105e+30  1.0637762631537007 
XH-807                            M         0.002087271774392633   5.651606756477465e+29   0.2841431250114362 
XS-072                            K         0.309097909589963      1.510954701234291e+30   0.7596554556230725 
XS-305                            M         0.002052398260955251   5.984233503464229e+29   0.30086644059649215
XS-538                            K         0.2941230202156827     1.678587150993076e+30   0.8439352192021499 
XS-804                            M         0.0019550113134417573  5.92624272825929e+29    0.29795086617693767
XU-100                            M         0.0019684119702666385  5.650866132662104e+29   0.2841058890227302 
XU-112                            M         0.0019266003826909725  5.437677770916668e+29   0.2733875199053126 
XU-145                            K         0.29307776354945564    1.678990019821902e+30   0.8441377676329321 
XU-210                            A         24.627669112462193     4.282934090688673e+30   2.153310251728845  
XU-397                            K         0.3120589442987021     1.718676379815272e+30   0.8640906886954611 
XU-499                            K         0.2912698264267019     1.5718480263272266e+30  0.790270500918666  
XU-753                            G         0.9514593188650003     1.9570956992430385e+30  0.9839596275731717 
XV-158                            M         0.0020656785513233525  5.551120994355946e+29   0.2790910504955227 
XV-374                            G         1.020064371212679      2.1632364594119032e+30  1.087600029870238  
XV-396                            F         4.497963931008813      3.2078983875963996e+30  1.6128197021600803 
XV-825                            F         4.412891301579076      2.7783245085079205e+30  1.3968449012106188 
XV-857                            K         0.29389732511243893    1.6592996794033133e+30  0.834238149524039  
YA-424                            K         0.28880982743771355    1.7091279903019597e+30  0.8592900906495524 
YA-462                            F         4.367667129010704      3.160959064864351e+30   1.5892202437729268 
YA-471                            K         0.30395151908383516    1.60631460297916e+30    0.8075990965204426 
YA-646                            A         24.47075703985927      4.4099892257741767e+30  2.2171891532298527 
YA-711                            K         0.2905154827988517     1.5457237431302618e+30  0.777136120226376  
YA-997                            F         4.311704172634425      2.984001970994329e+30   1.5002523735516988 
YI-059                            A         24.701480843083978     4.1143684366342534e+30  2.0685613054973624 
YI-209                            M         0.001915801233083376   6.522651061609212e+29   0.32793620219251945
YI-265                            K         0.31092475606942865    1.6821158940205332e+30  0.845709348426613  
YI-280 (Saigo)                    A         23.982374265485536     4.528812127461231e+30   2.2769291741886533 
YI-552                            M         0.0020406851861183347  5.52364477365727e+29    0.2777096417122811 
YI-683                            G         1.0224260411194017     2.1358985517229247e+30  1.073855481007001  
YI-705                            M         0.0019047225663294406  6.432897403004365e+29   0.32342370050298463
YI-715 (Gloria Carbonis Messiae)  K         0.30258752358927815    1.5532032097538138e+30  0.7808965358239386 
YK-005 (Halas)                    K         0.29762421992129534    1.632134236819197e+30   0.8205803101152322 
YK-024                            K         0.310997707687762      1.476259866518653e+30   0.742212099808272  
YK-266                            G         1.045652440220084      1.8409670210419322e+30  0.925574168447427  
YK-590                            G         0.9902842628722964     1.9837420954608956e+30  0.9973565085273483 
YK-649                            M         0.001962648006322098   6.114712630718548e+29   0.30742647716030913
YK-715                            F         4.259678286316906      2.814952899250694e+30   1.4152603817248335 
YP-131                            M         0.002089142780759585   5.532406532272867e+29   0.2781501524521301 
YP-225                            M         0.0019093585178518854  6.012972077079628e+29   0.3023113160924901 
YP-278                            M         0.0020813560867857213  5.716650033727935e+29   0.28741327469723155
YP-819                            M         0.0019717651885300625  6.112590375581921e+29   0.30731977755565215
YP-888                            M         0.002099852554542421   6.550065671952992e+29   0.3293145134214677 
YP-916                            M         0.001955300710902214   5.810551824156597e+29   0.29213433002295613
YP-922                            M         0.001984139930209099   5.5992296177861364e+29  0.28150978470518534
YP-951                            M         0.001946615754943645   5.6444060074404095e+29  0.28378109640223276
YV-131                            M         0.0019764187520674294  6.11661999628867e+29    0.3075223728651921 
YV-391                            G         0.9664226614534561     1.9700728170205868e+30  0.9904840709002448 
YV-441                            M         0.001975831154493099   5.3706517845858836e+29  0.2700176865050721 
YV-599                            M         0.0020069256030726245  6.431698399643627e+29   0.3233634187855016 
YV-800                            K         0.2949062512919786     1.5656516607657805e+30  0.7871551838943089 
YW-240                            M         0.0020001266135011627  5.400994255986275e+29   0.27154320040152213
YW-310                            M         0.0019669030070195207  6.278825390421475e+29   0.31567749574768605
YW-338                            G         0.9847140752603352     2.0013776524308018e+30  1.0062230530069391 
YW-523                            K         0.28607366146562746    1.7329915354336468e+30  0.8712878508967556 
YW-650                            G         0.9809836445236622     1.8570472119447367e+30  0.933658728981768  
YW-685                            M         0.001986630108451954   5.538291293164791e+29   0.278446017755897  
ZK-357                            M         0.0020679495514379443  5.654373926881432e+29   0.28428224871198754
ZK-602                            M         0.0019662481735032407  6.2215358162897816e+29  0.31279717527852097
ZK-768                            G         1.0067755254877073     2.040926687110564e+30   1.0261069316795195 
ZK-780                            M         0.002027890100161408   5.7123753818005315e+29  0.2871983600704139 
ZK-990                            F         4.295896281423048      2.9400848474688073e+30  1.4781723717791893 
ZV-194 (Antares III)              M         0.0020657553274907136  5.387043150137199e+29   0.27084178733721465
ZV-307 (Antares I)                F         4.21969283273347       2.817252601192869e+30   1.4164165918516185 
ZV-639 (Roshar)                   G         0.9829327476122908     2.0981911301956608e+30  1.0548975013552846 
ZV-759 (Antares II)               K         0.2964047004794968     1.5846139046978604e+30  0.796688740421247  
ZV-896 (Antares IV)               F         4.5341582110391885     3.176344989366422e+30   1.5969557513154462 
